1,1000
2,1000.5
3,1001
4,1001.5
5,1002
6,1002.5
7,1003
8,1003.5
9,1004
10,604.5
11,1005
12,1005.5
13,1006
14,1206.5
15,1007
16,1007.5
17,1008
18,1008.5
19,1009
20,1009.5
21,1010
22,1010.5
23,1011
24,1011.5
25,1012
26,1012.5
27,1013
28,1013.5
29,1014
30,1014.5
31,1015
32,1015.5
33,1016
34,1016.5
35,1017
36,1017.5
37,1018
38,1018.5
39,1019
40,1019.5
41,820
42,1020.5
43,1021
44,1021.5
45,1022
46,1022.5
47,1023
48,1023.5
49,1024
50,1024.5
51,1025
52,1025.5
53,1026
54,1196.5
55,1027
56,1027.5
57,1028
58,1028.5
59,1029
60,1029.5
