1,40697.55
2,40697.56
3,40697.58
4,40697.59
5,40697.61
6,40697.63
7,40697.64
8,40697.66
9,40697.67
10,40697.68
11,40697.7
12,40697.71
13,40697.73
14,40697.74
15,40697.76
16,40697.77
17,40697.79
18,40697.8
19,40697.82
20,40697.83
21,40697.84
22,40697.86
23,40697.88
24,40697.89
25,40697.9
26,40697.92
27,40697.93
28,40697.95
29,40697.96
30,40697.97
31,40697.99
32,40698.01
33,40698.02
34,40698.04
35,40698.05
36,40698.06
37,40698.08
38,40698.09
39,40698.11
40,40698.12
41,40698.14
42,40698.15
43,40698.16
44,40698.18
45,40698.18
46,40698.21
47,40698.22
48,40698.23
49,40698.25
50,40698.26
51,40698.28
52,40698.29
53,40698.3
54,40698.32
55,40698.33
56,40698.35
57,40698.36
58,40698.37
59,40698.39
60,40698.4
61,40698.42
62,40698.43
63,40698.45
64,40698.46
65,40698.47
66,40698.49
67,40698.5
68,40698.52
69,40698.53
70,40698.54
71,40698.55
72,40698.57
73,40698.58
74,40698.6
75,40698.61
76,40698.63
77,40698.64
78,40698.65
79,40698.67
80,40698.68
81,40698.69
82,40698.71
83,40698.72
84,40698.73
85,40698.75
86,40698.76
87,40698.77
88,40698.79
89,40698.8
90,40698.81
91,40698.82
92,40698.84
93,40698.85
94,40698.86
95,40698.88
96,40698.89
97,40698.91
98,40698.92
99,40698.93
100,40698.95
101,40698.96
102,40698.97
103,40698.99
104,40699
105,40699.02
106,40699.03
107,40699.04
108,40699.05
109,40699.06
110,40699.08
111,40699.09
112,40699.1
113,40699.12
114,40699.13
115,40699.14
116,40699.16
117,40699.17
118,40699.18
119,40699.2
120,40699.21
121,40699.23
122,40699.24
123,40699.25
124,40699.26
125,40699.27
126,40699.29
127,40699.3
128,40699.32
129,40699.33
130,40699.34
131,40699.36
132,40699.37
133,40699.38
134,40699.39
135,40699.41
136,40699.42
137,40699.43
138,40699.45
139,40699.46
140,40699.46
141,40699.48
142,40699.49
143,40699.51
144,40699.52
145,40699.53
146,40699.54
147,40699.55
148,40699.57
149,40699.58
150,40699.59
151,40699.61
152,40699.62
153,40699.63
154,40699.64
155,40699.66
156,40699.67
157,40699.68
158,40699.7
159,40699.71
160,40699.72
161,40699.73
162,40699.75
163,40699.76
164,40699.77
165,40699.79
166,40699.8
167,40699.81
168,40699.82
169,40699.84
170,40699.85
171,40699.86
172,40699.88
173,40699.88
174,40699.9
175,40699.91
176,40699.92
177,40699.94
178,40699.95
179,40699.96
180,40699.98
181,40699.99
182,40700
183,40700.01
184,40700.03
185,40700.04
186,40700.05
187,40700.06
188,40700.07
189,40700.09
190,40700.1
191,40700.11
192,40700.12
193,40700.14
194,40700.15
195,40700.16
196,40700.17
197,40700.19
198,40700.2
199,40700.21
200,40700.22
201,40700.24
202,40700.25
203,40700.26
204,40700.27
205,40700.29
206,40700.3
207,40700.31
208,40700.33
209,40700.33
210,40700.35
211,40700.36
212,40700.37
213,40700.39
214,40700.4
215,40700.41
216,40700.42
217,40700.43
218,40700.45
219,40700.46
220,40700.47
221,40700.48
222,40700.5
223,40700.5
224,40700.52
225,40700.54
226,40700.55
227,40700.56
228,40700.57
229,40700.58
230,40700.59
231,40700.61
232,40700.62
233,40700.63
234,40700.64
235,40700.66
236,40700.67
237,40700.68
238,40700.69
239,40700.71
240,40700.72
241,40700.73
242,40700.74
243,40700.75
244,40700.77
245,40700.78
246,40700.79
247,40700.8
248,40700.82
249,40700.82
250,40700.84
251,40700.85
252,40700.87
253,40700.88
254,40700.89
255,40700.9
256,40700.91
257,40700.93
258,40700.94
259,40700.95
260,40700.96
261,40700.97
262,40700.99
263,40701
264,40701.01
265,40701.03
266,40701.04
267,40701.05
268,40701.07
269,40701.07
270,40701.09
271,40701.1
272,40701.11
273,40701.13
274,40701.14
275,40701.15
276,40701.16
277,40701.17
278,40701.19
279,40701.2
280,40701.21
281,40701.22
282,40701.23
283,40701.25
284,40701.26
285,40701.27
286,40701.28
287,40701.3
288,40701.31
289,40701.32
290,40701.34
291,40701.34
292,40701.36
293,40701.37
294,40701.38
295,40701.39
296,40701.41
297,40701.42
298,40701.43
299,40701.45
300,40701.45
301,40701.47
302,40701.48
303,40701.49
304,40701.51
305,40701.52
306,40701.53
307,40701.54
308,40701.56
309,40701.57
310,40701.58
311,40701.59
312,40701.61
313,40701.62
314,40701.63
315,40701.64
316,40701.66
317,40701.67
318,40701.68
319,40701.69
320,40701.71
321,40701.72
322,40701.73
323,40701.74
324,40701.76
325,40701.77
326,40701.78
327,40701.8
328,40701.8
329,40701.82
330,40701.84
331,40701.84
332,40701.86
333,40701.87
334,40701.88
335,40701.89
336,40701.91
337,40701.92
338,40701.93
339,40701.95
340,40701.96
341,40701.96
342,40701.97
343,40701.99
344,40702
345,40702.02
346,40702.03
347,40702.04
348,40702.05
349,40702.06
350,40702.08
351,40702.09
352,40702.1
353,40702.12
354,40702.13
355,40702.14
356,40702.15
357,40702.16
358,40702.17
359,40702.19
360,40702.2
361,40702.21
362,40702.23
363,40702.23
364,40702.25
365,40702.26
366,40702.28
367,40702.29
368,40702.29
369,40702.31
370,40702.32
371,40702.33
372,40702.34
373,40702.36
374,40702.37
375,40702.38
376,40702.39
377,40702.4
378,40702.41
379,40702.42
380,40702.44
381,40702.45
382,40702.46
383,40702.47
384,40702.48
385,40702.5
386,40702.51
387,40702.52
388,40702.54
389,40702.54
390,40702.56
391,40702.57
392,40702.58
393,40702.59
394,40702.61
395,40702.61
396,40702.63
397,40702.64
398,40702.65
399,40702.66
400,40702.68
401,40702.69
402,40702.7
403,40702.71
404,40702.73
405,40702.73
406,40702.75
407,40702.76
408,40702.77
409,40702.78
410,40702.79
411,40702.8
412,40702.82
413,40702.83
414,40702.84
415,40702.85
416,40702.86
417,40702.87
418,40702.89
419,40702.89
420,40702.91
421,40702.92
422,40702.93
423,40702.94
424,40702.96
425,40702.96
426,40702.98
427,40702.99
428,40703
429,40703.01
430,40703.03
431,40703.04
432,40703.05
433,40703.05
434,40703.07
435,40703.08
436,40703.09
437,40703.11
438,40703.12
439,40703.13
440,40703.14
441,40703.15
442,40703.16
443,40703.18
444,40703.18
445,40703.2
446,40703.21
447,40703.21
448,40703.23
449,40703.25
450,40703.25
451,40703.27
452,40703.28
453,40703.29
454,40703.3
455,40703.31
456,40703.32
457,40703.34
458,40703.35
459,40703.36
460,40703.37
461,40703.38
462,40703.39
463,40703.4
464,40703.41
465,40703.42
466,40703.44
467,40703.45
468,40703.46
469,40703.47
470,40703.48
471,40703.49
472,40703.5
473,40703.52
474,40703.53
475,40703.54
476,40703.55
477,40703.56
478,40703.57
479,40703.58
480,40703.59
481,40703.6
482,40703.62
483,40703.63
484,40703.64
485,40703.65
486,40703.66
487,40703.67
488,40703.68
489,40703.7
490,40703.7
491,40703.72
492,40703.73
493,40703.74
494,40703.75
495,40703.77
496,40703.77
497,40703.79
498,40703.79
499,40703.8
500,40703.81
501,40703.83
502,40703.84
503,40703.85
504,40703.86
505,40703.87
506,40703.89
507,40703.89
508,40703.91
509,40703.92
510,40703.93
511,40703.94
512,40703.95
513,40703.96
514,40703.98
515,40703.98
516,40704
517,40704.01
518,40704.02
519,40704.03
520,40704.04
521,40704.05
522,40704.06
523,40704.08
524,40704.09
525,40704.09
526,40704.11
527,40704.12
528,40704.13
529,40704.14
530,40704.15
531,40704.16
532,40704.18
533,40704.19
534,40704.2
535,40704.21
536,40704.22
537,40704.23
538,40704.24
539,40704.26
540,40704.27
541,40704.28
542,40704.29
543,40704.3
544,40704.31
545,40704.32
546,40704.34
547,40704.35
548,40704.36
549,40704.38
550,40704.38
551,40704.39
552,40704.41
553,40704.41
554,40704.43
555,40704.44
556,40704.45
557,40704.46
558,40704.47
559,40704.48
560,40704.5
561,40704.51
562,40704.52
563,40704.53
564,40704.54
565,40704.55
566,40704.56
567,40704.57
568,40704.58
569,40704.59
570,40704.61
571,40704.62
572,40704.63
573,40704.64
574,40704.65
575,40704.66
576,40704.67
577,40704.69
578,40704.7
579,40704.71
580,40704.72
581,40704.73
582,40704.75
583,40704.76
584,40704.77
585,40704.78
586,40704.79
587,40704.8
588,40704.82
589,40704.83
590,40704.84
591,40704.85
592,40704.86
593,40704.87
594,40704.88
595,40704.9
596,40704.91
597,40704.92
598,40704.93
599,40704.94
600,40704.95
601,40704.97
602,40704.98
603,40704.98
604,40705
605,40705.01
606,40705.02
607,40705.04
608,40705.04
609,40705.05
610,40705.07
611,40705.08
612,40705.09
613,40705.1
614,40705.11
615,40705.12
616,40705.13
617,40705.14
618,40705.16
619,40705.17
620,40705.18
621,40705.19
622,40705.21
623,40705.21
624,40705.23
625,40705.24
626,40705.25
627,40705.26
628,40705.28
629,40705.29
630,40705.29
631,40705.3
632,40705.32
633,40705.33
634,40705.34
635,40705.35
636,40705.36
637,40705.37
638,40705.39
639,40705.39
640,40705.41
641,40705.42
642,40705.43
643,40705.44
644,40705.46
645,40705.46
646,40705.48
647,40705.49
648,40705.5
649,40705.51
650,40705.52
651,40705.53
652,40705.54
653,40705.55
654,40705.57
655,40705.58
656,40705.59
657,40705.6
658,40705.61
659,40705.62
660,40705.64
661,40705.64
662,40705.66
663,40705.67
664,40705.68
665,40705.69
666,40705.7
667,40705.71
668,40705.73
669,40705.73
670,40705.74
671,40705.76
672,40705.77
673,40705.78
674,40705.79
675,40705.8
676,40705.81
677,40705.82
678,40705.84
679,40705.85
680,40705.86
681,40705.87
682,40705.88
683,40705.89
684,40705.9
685,40705.91
686,40705.92
687,40705.93
688,40705.95
689,40705.95
690,40705.97
691,40705.98
692,40705.99
693,40706
694,40706.02
695,40706.02
696,40706.03
697,40706.04
698,40706.06
699,40706.06
700,40706.08
701,40706.09
702,40706.1
703,40706.11
704,40706.13
705,40706.13
706,40706.14
707,40706.16
708,40706.17
709,40706.18
710,40706.19
711,40706.2
712,40706.21
713,40706.22
714,40706.23
